ID_zamowienia,Data_zakupu,ID_klienta,Kategoria,Produkt,Cena_jednostkowa,Ilosc,Kwota_zamowienia,Metoda_platnosci,Wojewodztwo
5704,2023-09-18,2737,AGD,Lodówka,185.32,3,555.96,Przelew,Łódzkie
5705,2024-02-04,1864,Elektronika,Laptop,1463.79,4,5855.16,Karta,Zachodniopomorskie
5706,2024-04-20,2997,Książki,Komiks,3673.23,3,11019.69,Karta,Małopolskie
5707,2023-01-06,3417,Sport,Hantle,1162.12,1,1162.12,Karta,Pomorskie
5708,2025-03-01,4690,Sport,Rower,2176.23,4,8704.92,Karta,Pomorskie
5709,2024-07-09,4958,Sport,Hantle,4343.22,4,17372.88,Karta,Pomorskie
5710,2024-12-06,2764,Książki,Poradnik,977.92,3,2933.76,Karta,Mazowieckie
5711,2022-12-25,1015,Moda,Spodnie,1641.31,3,4923.93,Karta,Dolnośląskie
5712,2024-07-19,3077,Książki,Komiks,1558.98,2,3117.96,Przelew,Lubuskie
5713,2022-10-26,4120,AGD,Kuchenka,913.36,2,1826.72,Karta,Dolnośląskie
5714,2025-07-31,2476,Moda,Czapka,2301.43,4,9205.72,BLIK,Lubuskie
5715,2025-07-14,3941,AGD,Zmywarka,1631.82,2,3263.64,Przelew,Podkarpackie
5716,2024-08-07,4483,Moda,Kurtka,4509.06,2,9018.12,Karta,Łódzkie
5717,2023-02-25,1799,AGD,Odkurzacz,3776.76,3,11330.28,BLIK,Warmińsko-Mazurskie
5718,2023-07-06,2474,Sport,Rower,2111.77,3,6335.31,PayPal,Zachodniopomorskie
5719,2024-04-17,3295,Sport,Rolki,1470.35,4,5881.4,Przelew,Dolnośląskie
5720,2024-11-26,2547,Książki,Komiks,2938.98,4,11755.92,PayPal,Podkarpackie
5721,2024-03-09,1586,Sport,Rakieta tenisowa,1416.27,2,2832.54,PayPal,Kujawsko-Pomorskie
5722,2022-10-30,2567,Moda,Buty,1233.14,2,2466.28,PayPal,Świętokrzyskie
5723,2024-11-04,2039,Sport,Rakieta tenisowa,2031.07,3,6093.21,Przelew,Małopolskie
5724,2025-02-10,1878,Elektronika,Słuchawki,1470.42,2,2940.84,BLIK,Śląskie
5725,2024-09-17,3618,Elektronika,Smartfon,4710.92,4,18843.68,PayPal,Lubelskie
5726,2022-12-26,3053,Elektronika,Smartfon,271.64,3,814.92,PayPal,Mazowieckie
5727,2022-11-10,3668,Sport,Rower,4782.99,4,19131.96,PayPal,Lubuskie
5728,2024-06-29,1318,AGD,Zmywarka,2392.56,4,9570.24,BLIK,Opolskie
5729,2025-04-15,4714,Książki,Album,3664.46,1,3664.46,Przelew,Lubelskie
5730,2024-04-07,3485,AGD,Mikser,2137.75,4,8551.0,PayPal,Podkarpackie
5731,2024-12-17,2991,Książki,Podręcznik,4944.0,3,14832.0,PayPal,Podkarpackie
5732,2024-07-29,4875,Elektronika,Słuchawki,3713.2,3,11139.6,BLIK,Mazowieckie
5733,2023-01-07,1229,Elektronika,Monitor,2151.85,1,2151.85,Karta,Lubelskie
5734,2022-11-25,1361,Moda,Buty,3825.15,1,3825.15,PayPal,Kujawsko-Pomorskie
5735,2024-05-17,1832,Książki,Album,2405.29,1,2405.29,Karta,Podkarpackie
5736,2024-01-14,4507,Moda,Spodnie,1415.0,4,5660.0,BLIK,Łódzkie
5737,2023-02-01,3605,Moda,Kurtka,4964.6,4,19858.4,Karta,Opolskie
5738,2023-11-25,4704,AGD,Kuchenka,2177.86,1,2177.86,BLIK,Pomorskie
5739,2024-01-28,3917,Elektronika,Monitor,408.08,2,816.16,BLIK,Świętokrzyskie
5740,2023-08-08,2960,Moda,Kurtka,650.15,4,2600.6,Karta,Warmińsko-Mazurskie
5741,2023-05-16,2419,Moda,Spodnie,2103.73,3,6311.19,BLIK,Lubuskie
5742,2024-11-26,1115,Książki,Poradnik,2713.89,3,8141.67,Przelew,Warmińsko-Mazurskie
5743,2024-07-16,1681,AGD,Zmywarka,3781.8,2,7563.6,BLIK,Opolskie
5744,2024-08-15,1968,Elektronika,Słuchawki,3298.34,3,9895.02,Karta,Lubelskie
5745,2025-01-29,4374,Książki,Komiks,1323.85,4,5295.4,BLIK,Łódzkie
5746,2025-05-02,1204,Sport,Piłka,3558.91,4,14235.64,PayPal,Świętokrzyskie
5747,2023-07-16,2495,Moda,Czapka,304.29,2,608.58,Przelew,Podlaskie
5748,2024-01-06,2282,Książki,Podręcznik,3099.61,2,6199.22,BLIK,Małopolskie
5749,2023-12-11,4618,AGD,Kuchenka,895.68,2,1791.36,PayPal,Dolnośląskie
5750,2024-12-26,2748,Elektronika,Smartfon,2838.82,2,5677.64,Karta,Kujawsko-Pomorskie
5751,2025-06-10,1326,Książki,Komiks,830.75,4,3323.0,BLIK,Małopolskie
5752,2024-11-17,1791,Sport,Piłka,3366.85,2,6733.7,Przelew,Warmińsko-Mazurskie
5753,2023-07-29,4361,Książki,Album,4854.43,4,19417.72,PayPal,Kujawsko-Pomorskie
5754,2024-11-21,4985,Książki,Album,1386.29,1,1386.29,Karta,Łódzkie
5755,2022-09-21,4362,AGD,Lodówka,3290.8,1,3290.8,PayPal,Pomorskie
5756,2022-08-27,4737,Elektronika,Smartfon,3867.15,1,3867.15,Przelew,Lubelskie
5757,2023-05-25,3512,AGD,Zmywarka,3277.59,3,9832.77,Przelew,Łódzkie
5758,2024-03-02,4778,AGD,Zmywarka,4241.58,2,8483.16,PayPal,Pomorskie
5759,2023-12-21,1061,Sport,Piłka,1589.74,4,6358.96,Karta,Podkarpackie
5760,2025-04-02,3891,Moda,Spodnie,3520.97,4,14083.88,PayPal,Dolnośląskie
5761,2025-04-18,1787,Sport,Piłka,1276.31,1,1276.31,Karta,Małopolskie
5762,2022-09-21,2782,Książki,Komiks,843.54,3,2530.62,BLIK,Lubelskie
5763,2025-07-22,2644,Moda,Spodnie,2154.69,2,4309.38,Karta,Świętokrzyskie
5764,2023-08-12,3249,Książki,Powieść,318.85,2,637.7,PayPal,Opolskie
5765,2022-12-06,2307,Moda,Kurtka,205.6,1,205.6,PayPal,Lubuskie
5766,2024-04-22,2385,Moda,Spodnie,1271.1,3,3813.3,Karta,Łódzkie
5767,2024-09-24,1708,Elektronika,Laptop,4577.94,3,13733.82,BLIK,Dolnośląskie
5768,2023-07-21,4236,Sport,Rower,651.44,3,1954.32,Przelew,Pomorskie
5769,2025-04-25,2449,Elektronika,Słuchawki,2573.81,4,10295.24,Przelew,Mazowieckie
5770,2023-09-19,1808,AGD,Zmywarka,3976.26,2,7952.52,BLIK,Warmińsko-Mazurskie
5771,2023-02-05,2411,AGD,Zmywarka,4580.38,3,13741.14,Karta,Zachodniopomorskie
5772,2024-02-10,1712,Sport,Piłka,473.32,2,946.64,Przelew,Dolnośląskie
5773,2025-04-06,4486,Moda,Spodnie,3607.1,4,14428.4,BLIK,Łódzkie
5774,2023-09-07,3936,Elektronika,Tablet,1491.68,1,1491.68,BLIK,Śląskie
5775,2022-10-02,4043,Moda,Koszulka,21.22,2,42.44,Przelew,Pomorskie
5776,2022-11-24,1275,Elektronika,Słuchawki,401.37,2,802.74,PayPal,Małopolskie
5777,2024-05-26,3745,Moda,Czapka,2946.38,1,2946.38,BLIK,Opolskie
5778,2025-04-05,4725,Elektronika,Laptop,3223.01,1,3223.01,PayPal,Pomorskie
5779,2023-04-21,2112,Książki,Album,669.41,1,669.41,Karta,Podkarpackie
5780,2024-07-29,4731,Moda,Spodnie,834.17,4,3336.68,Karta,Podkarpackie
5781,2022-11-09,4176,Moda,Kurtka,1318.24,1,1318.24,BLIK,Dolnośląskie
5782,2023-08-26,4880,Moda,Buty,407.44,1,407.44,Karta,Warmińsko-Mazurskie
5783,2023-03-30,2782,Moda,Kurtka,3741.68,3,11225.04,BLIK,Podkarpackie
5784,2025-07-06,2807,Sport,Rower,1670.56,2,3341.12,BLIK,Świętokrzyskie
5785,2025-01-23,3082,Sport,Rolki,4317.18,4,17268.72,Przelew,Opolskie
5786,2024-05-06,1370,Sport,Piłka,2857.25,1,2857.25,Karta,Pomorskie
5787,2024-01-04,3728,Moda,Buty,2763.98,2,5527.96,BLIK,Pomorskie
5788,2024-09-14,3258,Moda,Buty,1372.65,4,5490.6,PayPal,Warmińsko-Mazurskie
5789,2024-11-25,4686,Książki,Powieść,1939.2,1,1939.2,BLIK,Zachodniopomorskie
5790,2022-11-06,2634,Elektronika,Tablet,1875.27,4,7501.08,PayPal,Pomorskie
5791,2023-09-24,3439,Elektronika,Tablet,891.4,4,3565.6,PayPal,Mazowieckie
5792,2022-12-31,2873,Sport,Piłka,850.85,4,3403.4,PayPal,Podkarpackie
5793,2024-05-27,3036,AGD,Lodówka,794.45,1,794.45,BLIK,Lubuskie
5794,2022-11-12,2915,Książki,Powieść,4509.32,3,13527.96,Przelew,Podkarpackie
5795,2024-06-08,4027,Książki,Komiks,2519.06,2,5038.12,BLIK,Opolskie
5796,2022-10-07,3703,Książki,Powieść,4852.61,3,14557.83,PayPal,Podkarpackie
5797,2024-01-06,3323,Moda,Spodnie,3143.57,3,9430.71,PayPal,Dolnośląskie
5798,2024-10-15,2809,AGD,Zmywarka,2953.36,4,11813.44,PayPal,Pomorskie
5799,2023-12-24,1947,AGD,Kuchenka,3664.24,1,3664.24,PayPal,Pomorskie
5800,2022-12-05,2498,Książki,Powieść,3535.58,2,7071.16,PayPal,Warmińsko-Mazurskie
5801,2023-08-14,3072,Elektronika,Słuchawki,3263.0,2,6526.0,BLIK,Zachodniopomorskie
5802,2024-07-17,1643,Sport,Rakieta tenisowa,3310.9,4,13243.6,PayPal,Podlaskie
5803,2023-12-29,4010,AGD,Odkurzacz,4292.44,2,8584.88,PayPal,Opolskie
5804,2024-10-12,2570,Książki,Poradnik,2993.33,4,11973.32,PayPal,Warmińsko-Mazurskie
5805,2024-07-03,4612,Moda,Czapka,4556.77,2,9113.54,PayPal,Śląskie
5806,2023-12-30,4229,Elektronika,Laptop,4513.23,3,13539.69,BLIK,Podlaskie
5807,2024-04-10,3997,Książki,Podręcznik,468.67,1,468.67,Karta,Lubuskie
5808,2025-03-15,4905,Książki,Podręcznik,3521.3,1,3521.3,BLIK,Dolnośląskie
5809,2024-05-14,2044,AGD,Zmywarka,4621.44,3,13864.32,Przelew,Opolskie
5810,2024-07-27,3671,Sport,Piłka,4070.99,4,16283.96,BLIK,Małopolskie
5811,2024-07-22,1642,AGD,Kuchenka,598.25,1,598.25,Przelew,Dolnośląskie
5812,2023-05-20,4600,Elektronika,Smartfon,2224.54,2,4449.08,Przelew,Opolskie
5813,2022-12-24,4789,Książki,Poradnik,1457.47,1,1457.47,Karta,Małopolskie
5814,2023-12-12,1334,Elektronika,Monitor,203.43,4,813.72,BLIK,Lubuskie
5815,2025-05-22,1971,Sport,Piłka,3018.96,3,9056.88,Przelew,Zachodniopomorskie
5816,2023-11-26,1556,Sport,Piłka,1272.47,4,5089.88,Karta,Śląskie
5817,2022-12-27,2876,Książki,Powieść,1463.49,4,5853.96,Przelew,Świętokrzyskie
5818,2022-10-02,2242,Moda,Kurtka,708.0,3,2124.0,Karta,Opolskie
5819,2023-01-17,1565,Moda,Buty,3620.72,2,7241.44,BLIK,Lubelskie
5820,2023-10-17,1370,AGD,Zmywarka,4154.09,1,4154.09,Karta,Mazowieckie
5821,2023-12-17,4475,Moda,Buty,163.8,4,655.2,BLIK,Zachodniopomorskie
5822,2025-01-13,2378,AGD,Kuchenka,1607.11,4,6428.44,Karta,Lubelskie
5823,2023-11-15,1341,Książki,Podręcznik,3878.78,1,3878.78,Karta,Lubelskie
5824,2023-02-13,2606,Moda,Buty,3913.5,3,11740.5,BLIK,Opolskie
5825,2022-09-17,1254,Książki,Poradnik,2592.48,2,5184.96,BLIK,Lubuskie
5826,2023-01-07,3262,Elektronika,Słuchawki,309.14,1,309.14,BLIK,Pomorskie
5827,2023-09-01,1980,Sport,Rower,4444.24,4,17776.96,PayPal,Małopolskie
5828,2024-09-18,3313,Moda,Buty,4059.69,3,12179.07,PayPal,Warmińsko-Mazurskie
5829,2023-04-30,1052,AGD,Mikser,3353.57,3,10060.71,PayPal,Lubelskie
5830,2023-06-18,3549,Elektronika,Monitor,4157.61,1,4157.61,Przelew,Mazowieckie
5831,2023-05-31,1005,Książki,Powieść,3841.1,2,7682.2,BLIK,Lubuskie
5832,2023-07-22,1337,AGD,Odkurzacz,3027.22,4,12108.88,PayPal,Dolnośląskie
5833,2023-04-15,1656,Książki,Powieść,2917.75,2,5835.5,Karta,Zachodniopomorskie
5834,2025-07-22,1861,Książki,Powieść,4633.07,1,4633.07,Karta,Kujawsko-Pomorskie
5835,2025-04-07,2212,Książki,Album,2787.34,3,8362.02,Karta,Podlaskie
5836,2022-12-22,3218,AGD,Mikser,3180.73,2,6361.46,Karta,Łódzkie
5837,2025-07-15,3675,Elektronika,Monitor,3142.1,4,12568.4,Karta,Kujawsko-Pomorskie
5838,2023-04-25,1685,AGD,Mikser,3998.08,3,11994.24,Przelew,Zachodniopomorskie
5839,2025-04-25,1603,Moda,Spodnie,616.93,1,616.93,Przelew,Świętokrzyskie
5840,2025-06-23,2354,Elektronika,Tablet,3364.11,4,13456.44,PayPal,Łódzkie
5841,2024-05-25,3629,Książki,Album,2607.02,4,10428.08,PayPal,Lubuskie
5842,2024-02-29,2384,Książki,Album,3777.58,3,11332.74,Karta,Mazowieckie
5843,2023-03-26,4917,Książki,Album,4134.17,1,4134.17,Karta,Mazowieckie
5844,2024-10-30,4672,Książki,Powieść,3895.68,2,7791.36,PayPal,Lubuskie
5845,2023-05-13,1997,AGD,Mikser,115.47,2,230.94,Przelew,Podlaskie
5846,2023-09-11,4598,AGD,Odkurzacz,1022.55,4,4090.2,BLIK,Lubelskie
5847,2025-05-02,1167,AGD,Odkurzacz,902.78,3,2708.34,Karta,Łódzkie
5848,2023-04-06,1077,Moda,Spodnie,3512.83,2,7025.66,Przelew,Pomorskie
5849,2023-03-25,3809,Sport,Rakieta tenisowa,4373.17,1,4373.17,Karta,Lubuskie
5850,2024-10-11,2517,Książki,Podręcznik,2074.13,2,4148.26,Przelew,Zachodniopomorskie
5851,2024-05-15,1104,Książki,Album,3289.75,2,6579.5,Karta,Świętokrzyskie
5852,2023-10-19,3513,Sport,Rower,2278.31,4,9113.24,Karta,Śląskie
5853,2024-02-06,1554,Moda,Buty,4267.12,4,17068.48,BLIK,Podkarpackie
5854,2024-02-16,3561,Elektronika,Słuchawki,2174.98,1,2174.98,Przelew,Podkarpackie
5855,2025-02-16,3071,Moda,Czapka,2491.46,4,9965.84,Karta,Podlaskie
5856,2024-10-08,3934,Sport,Piłka,4821.96,3,14465.88,Przelew,Lubelskie
5857,2022-12-06,3150,AGD,Mikser,2474.69,4,9898.76,PayPal,Mazowieckie
5858,2025-07-25,2414,Moda,Czapka,3364.6,1,3364.6,BLIK,Lubelskie
5859,2022-10-02,1917,Książki,Poradnik,1948.65,2,3897.3,BLIK,Łódzkie
5860,2023-01-14,4007,Elektronika,Tablet,866.36,2,1732.72,PayPal,Kujawsko-Pomorskie
5861,2024-06-26,2714,AGD,Lodówka,685.41,3,2056.23,Karta,Świętokrzyskie
5862,2024-02-17,4216,Moda,Spodnie,1087.43,3,3262.29,Karta,Podlaskie
5863,2022-11-04,4165,AGD,Lodówka,1544.64,4,6178.56,Przelew,Podlaskie
5864,2024-12-12,4561,AGD,Mikser,2320.76,3,6962.28,Karta,Kujawsko-Pomorskie
5865,2024-07-06,2885,Elektronika,Monitor,215.62,4,862.48,PayPal,Świętokrzyskie
5866,2023-08-30,2301,Moda,Koszulka,417.3,3,1251.9,PayPal,Śląskie
5867,2024-08-26,4258,AGD,Zmywarka,3627.15,3,10881.45,BLIK,Lubuskie
5868,2024-02-22,2546,Sport,Rolki,3505.83,1,3505.83,Przelew,Podlaskie
5869,2024-12-20,1885,Książki,Album,4658.61,2,9317.22,Karta,Lubuskie
5870,2023-04-11,1174,Elektronika,Monitor,4516.49,4,18065.96,Karta,Małopolskie
5871,2024-01-23,4011,Sport,Rakieta tenisowa,141.55,4,566.2,Przelew,Zachodniopomorskie
5872,2022-12-02,2002,Elektronika,Smartfon,1072.79,2,2145.58,PayPal,Świętokrzyskie
5873,2025-05-07,2914,Moda,Kurtka,1655.73,4,6622.92,Karta,Lubelskie
5874,2023-09-29,2012,Sport,Rower,1467.16,4,5868.64,PayPal,Śląskie
5875,2024-02-28,1269,Elektronika,Tablet,4886.71,1,4886.71,Przelew,Lubelskie
5876,2023-04-26,2052,Sport,Rakieta tenisowa,1175.9,2,2351.8,Przelew,Zachodniopomorskie
5877,2022-11-25,2679,Elektronika,Słuchawki,3985.85,2,7971.7,Karta,Podkarpackie
5878,2023-10-13,4076,Książki,Podręcznik,1541.96,4,6167.84,PayPal,Opolskie
5879,2024-09-28,1954,Elektronika,Laptop,357.95,2,715.9,Przelew,Warmińsko-Mazurskie
5880,2025-02-18,3781,AGD,Mikser,1958.07,4,7832.28,PayPal,Dolnośląskie
5881,2024-05-19,3680,Książki,Powieść,79.79,2,159.58,Karta,Opolskie
5882,2025-03-03,4681,Elektronika,Monitor,747.6,3,2242.8,BLIK,Dolnośląskie
5883,2023-09-13,2416,Elektronika,Laptop,3262.4,2,6524.8,Karta,Pomorskie
5884,2025-06-02,2285,Moda,Kurtka,4401.37,2,8802.74,PayPal,Opolskie
5885,2023-10-07,3622,Elektronika,Smartfon,621.5,3,1864.5,Karta,Świętokrzyskie
5886,2024-10-14,4065,Książki,Powieść,3385.92,3,10157.76,Karta,Opolskie
5887,2024-07-17,3273,Książki,Album,145.29,3,435.87,Karta,Podkarpackie
5888,2025-03-03,3962,AGD,Kuchenka,4366.41,1,4366.41,PayPal,Zachodniopomorskie
5889,2024-10-05,4082,Elektronika,Laptop,113.26,1,113.26,Karta,Dolnośląskie
5890,2025-04-16,4617,Sport,Rakieta tenisowa,4540.87,1,4540.87,PayPal,Lubuskie
5891,2023-07-07,2488,Moda,Buty,4592.68,1,4592.68,PayPal,Śląskie
5892,2023-12-18,3271,Sport,Hantle,232.21,4,928.84,PayPal,Mazowieckie
5893,2025-06-17,4458,AGD,Mikser,163.86,4,655.44,Karta,Warmińsko-Mazurskie
5894,2025-04-27,3153,AGD,Kuchenka,3689.06,1,3689.06,Przelew,Łódzkie
5895,2025-03-06,1959,Elektronika,Tablet,2770.33,3,8310.99,PayPal,Podlaskie
5896,2025-08-20,1714,Książki,Podręcznik,1871.51,3,5614.53,Przelew,Małopolskie
5897,2024-05-11,3442,Moda,Buty,4013.74,2,8027.48,Karta,Podlaskie
5898,2022-10-17,2000,Elektronika,Laptop,3875.97,2,7751.94,PayPal,Podlaskie
5899,2023-07-20,3887,Moda,Kurtka,2606.49,2,5212.98,Karta,Podlaskie
5900,2024-06-05,2857,Elektronika,Laptop,3691.62,2,7383.24,Karta,Kujawsko-Pomorskie
5901,2024-10-08,3302,Książki,Podręcznik,4724.91,4,18899.64,Karta,Pomorskie
5902,2024-09-19,4477,Sport,Piłka,3819.99,1,3819.99,Karta,Opolskie
5903,2024-02-13,3771,Elektronika,Tablet,1605.27,2,3210.54,BLIK,Podlaskie
5904,2024-04-12,3416,Moda,Kurtka,3294.76,3,9884.28,Karta,Małopolskie
5905,2025-03-20,1801,Moda,Czapka,1843.43,4,7373.72,Przelew,Warmińsko-Mazurskie
5906,2025-01-25,1457,Elektronika,Laptop,3571.01,3,10713.03,Karta,Kujawsko-Pomorskie
5907,2022-12-30,1716,Książki,Album,4073.27,3,12219.81,Przelew,Świętokrzyskie
5908,2023-08-19,4602,Sport,Rakieta tenisowa,2912.13,3,8736.39,Karta,Dolnośląskie
5909,2025-07-30,1294,Książki,Album,2638.77,2,5277.54,PayPal,Zachodniopomorskie
5910,2024-05-11,4227,AGD,Odkurzacz,3245.83,3,9737.49,PayPal,Mazowieckie
5911,2024-05-04,4567,Moda,Spodnie,4635.48,4,18541.92,Przelew,Małopolskie
5912,2024-06-19,1689,Książki,Powieść,1968.67,1,1968.67,Karta,Świętokrzyskie
5913,2025-04-09,3534,Elektronika,Smartfon,4100.93,1,4100.93,Przelew,Dolnośląskie
5914,2024-06-07,1671,AGD,Zmywarka,1294.52,1,1294.52,Karta,Lubuskie
5915,2025-07-11,3680,Moda,Spodnie,2945.63,4,11782.52,Przelew,Świętokrzyskie
5916,2022-09-15,1159,Moda,Czapka,2969.61,1,2969.61,PayPal,Świętokrzyskie
5917,2024-11-26,2555,Książki,Komiks,2527.62,2,5055.24,Przelew,Łódzkie
5918,2025-04-04,3176,Książki,Komiks,846.45,1,846.45,PayPal,Warmińsko-Mazurskie
5919,2024-03-02,2141,AGD,Odkurzacz,337.57,4,1350.28,PayPal,Zachodniopomorskie
5920,2024-06-25,3006,Książki,Komiks,2324.95,3,6974.85,BLIK,Kujawsko-Pomorskie
5921,2024-08-22,1864,Moda,Koszulka,2721.8,3,8165.4,Przelew,Pomorskie
5922,2023-01-20,4620,Moda,Kurtka,2908.48,2,5816.96,BLIK,Kujawsko-Pomorskie
5923,2024-08-09,3087,Książki,Powieść,3855.53,2,7711.06,Karta,Łódzkie
5924,2023-08-22,3337,Moda,Koszulka,3872.36,4,15489.44,BLIK,Lubelskie
5925,2025-05-13,4969,Elektronika,Monitor,4239.13,1,4239.13,Karta,Lubuskie
5926,2025-01-10,2009,Moda,Koszulka,3119.13,3,9357.39,PayPal,Podlaskie
5927,2024-03-08,3700,Książki,Podręcznik,2672.01,2,5344.02,PayPal,Dolnośląskie
5928,2023-04-11,4952,Sport,Piłka,4881.76,1,4881.76,PayPal,Dolnośląskie
5929,2023-03-14,3367,Sport,Piłka,810.44,2,1620.88,Karta,Lubuskie
5930,2024-08-23,4722,Moda,Koszulka,2554.54,4,10218.16,Karta,Lubelskie
5931,2024-08-23,1526,Moda,Spodnie,4324.09,1,4324.09,Przelew,Kujawsko-Pomorskie
5932,2024-10-06,3510,AGD,Mikser,3670.57,4,14682.28,PayPal,Kujawsko-Pomorskie
5933,2022-11-19,4037,AGD,Kuchenka,2039.47,4,8157.88,PayPal,Śląskie
5934,2023-03-24,3018,AGD,Odkurzacz,3505.6,2,7011.2,BLIK,Opolskie
5935,2022-11-06,2346,Sport,Rower,4360.86,4,17443.44,Karta,Warmińsko-Mazurskie
5936,2022-10-10,2594,Moda,Kurtka,3744.33,4,14977.32,Karta,Podkarpackie
5937,2024-10-10,1110,AGD,Lodówka,1807.19,3,5421.57,BLIK,Łódzkie
5938,2024-09-21,1486,Moda,Koszulka,2200.04,4,8800.16,Przelew,Lubuskie
5939,2023-10-28,2047,Elektronika,Słuchawki,743.15,4,2972.6,Karta,Warmińsko-Mazurskie
5940,2025-05-09,4790,Sport,Rolki,2616.66,4,10466.64,BLIK,Dolnośląskie
5941,2024-07-26,1993,Sport,Rolki,2644.9,2,5289.8,PayPal,Lubelskie
5942,2025-01-25,2534,AGD,Kuchenka,1877.3,3,5631.9,PayPal,Mazowieckie
5943,2023-03-29,2106,Elektronika,Monitor,603.13,1,603.13,BLIK,Podlaskie
5944,2025-07-23,2112,AGD,Mikser,3705.24,1,3705.24,Przelew,Opolskie
5945,2024-07-19,1326,Elektronika,Laptop,309.32,2,618.64,PayPal,Mazowieckie
5946,2025-06-10,3114,Elektronika,Laptop,4675.21,3,14025.63,Karta,Łódzkie
5947,2025-06-30,1078,Moda,Kurtka,2184.53,3,6553.59,Karta,Pomorskie
5948,2023-09-16,2720,Moda,Czapka,440.33,4,1761.32,Karta,Lubelskie
5949,2023-05-25,3216,AGD,Odkurzacz,3502.09,4,14008.36,BLIK,Dolnośląskie
5950,2023-07-25,4050,Moda,Spodnie,3182.14,1,3182.14,BLIK,Dolnośląskie
5951,2023-08-06,3690,Moda,Buty,1917.16,1,1917.16,Karta,Kujawsko-Pomorskie
5952,2025-06-27,1512,Moda,Czapka,1972.01,2,3944.02,PayPal,Podkarpackie
5953,2023-06-19,2550,Elektronika,Laptop,1240.57,3,3721.71,Karta,Kujawsko-Pomorskie
5954,2024-10-05,4094,Książki,Podręcznik,3269.5,2,6539.0,Przelew,Mazowieckie
5955,2025-06-19,2438,Elektronika,Laptop,969.77,4,3879.08,BLIK,Podlaskie
5956,2023-03-18,4068,Elektronika,Laptop,873.15,1,873.15,Karta,Dolnośląskie
5957,2022-10-10,1229,AGD,Odkurzacz,2745.99,2,5491.98,Przelew,Lubelskie
5958,2025-03-17,3446,Elektronika,Laptop,4775.11,2,9550.22,BLIK,Warmińsko-Mazurskie
5959,2024-05-26,4780,Sport,Rolki,3428.5,4,13714.0,Przelew,Podlaskie
5960,2025-06-02,1444,AGD,Kuchenka,4074.9,4,16299.6,BLIK,Świętokrzyskie
5961,2023-02-17,3713,Moda,Koszulka,2958.23,3,8874.69,Przelew,Śląskie
5962,2025-06-26,2393,AGD,Odkurzacz,2733.79,1,2733.79,BLIK,Świętokrzyskie
5963,2024-05-12,2052,Moda,Buty,3905.56,1,3905.56,Karta,Lubelskie
5964,2024-09-26,1189,Moda,Koszulka,659.41,1,659.41,Przelew,Lubuskie
5965,2025-05-30,2966,AGD,Odkurzacz,4122.66,2,8245.32,Przelew,Podlaskie
5966,2023-10-06,2046,Książki,Komiks,1810.62,3,5431.86,PayPal,Świętokrzyskie
5967,2023-04-23,1517,Sport,Hantle,4647.37,4,18589.48,Przelew,Podlaskie
5968,2023-01-07,3272,AGD,Zmywarka,171.89,2,343.78,BLIK,Pomorskie
5969,2024-12-30,3309,Elektronika,Tablet,1740.63,1,1740.63,Karta,Małopolskie
5970,2023-09-17,2030,Elektronika,Monitor,3619.6,2,7239.2,BLIK,Podlaskie
5971,2023-03-24,2008,Książki,Powieść,2185.32,1,2185.32,Karta,Pomorskie
5972,2025-01-08,1337,Książki,Podręcznik,2960.1,1,2960.1,Przelew,Śląskie
5973,2024-09-13,1546,Elektronika,Monitor,2136.85,3,6410.55,Przelew,Warmińsko-Mazurskie
5974,2025-03-22,4898,Elektronika,Słuchawki,3663.43,1,3663.43,BLIK,Podkarpackie
5975,2023-06-26,3023,Sport,Piłka,315.55,2,631.1,BLIK,Zachodniopomorskie
5976,2025-02-02,3506,Moda,Kurtka,157.21,3,471.63,Karta,Zachodniopomorskie
5977,2024-03-13,3881,Moda,Buty,4169.4,2,8338.8,Przelew,Podlaskie
5978,2023-05-22,3015,Książki,Komiks,1198.31,4,4793.24,PayPal,Małopolskie
5979,2025-06-28,3964,AGD,Lodówka,3909.52,1,3909.52,BLIK,Małopolskie
5980,2025-03-13,3316,Książki,Podręcznik,4359.25,1,4359.25,Przelew,Zachodniopomorskie
5981,2024-07-06,3116,Moda,Czapka,3063.88,2,6127.76,PayPal,Lubelskie
5982,2023-01-20,1255,Moda,Czapka,3088.21,3,9264.63,Przelew,Śląskie
5983,2023-06-26,2871,AGD,Mikser,4628.96,1,4628.96,Karta,Mazowieckie
5984,2023-12-07,4842,AGD,Kuchenka,3148.56,2,6297.12,Przelew,Świętokrzyskie
5985,2024-11-01,3024,AGD,Odkurzacz,1720.12,2,3440.24,BLIK,Warmińsko-Mazurskie
5986,2025-05-18,4441,Moda,Czapka,4574.58,2,9149.16,PayPal,Warmińsko-Mazurskie
5987,2023-10-22,2599,Elektronika,Tablet,1339.59,2,2679.18,BLIK,Opolskie
5988,2023-03-04,2886,Moda,Spodnie,2961.94,2,5923.88,PayPal,Zachodniopomorskie
5989,2023-04-27,3718,Elektronika,Słuchawki,373.12,1,373.12,Przelew,Łódzkie
5990,2022-11-08,1567,Moda,Kurtka,2879.29,3,8637.87,BLIK,Świętokrzyskie
5991,2025-06-01,1933,Książki,Album,4748.59,4,18994.36,Karta,Lubelskie
5992,2024-05-21,2232,Elektronika,Smartfon,4403.24,3,13209.72,Karta,Lubelskie
5993,2024-11-03,3526,Moda,Kurtka,4950.69,3,14852.07,Karta,Mazowieckie
